is_RT	retweet_from	whole_tweet_text	original_text	retweet_text	stopwords_removed_retweet_text
1	gatewaypundit	RT @gatewaypundit: BREAKING POLL: Trump Gains 11 Points on Clinton Since March=> Now Leads Crooked Hillary 46-44 https://t.co/y3BGy15Erb vi…		 BREAKING POLL: Trump Gains 11 Points on Clinton Since March=> Now Leads Crooked Hillary 46-44 https://t.co/y3BGy15Erb vi…	BREAKING POLL Trump Gains 11 Points Clinton Since March Leads Crooked Hillary 4644 vi
1	JoeNBC	"RT @JoeNBC: Explosive Trump attack on HRC, Bill, Monica, Cosby, and Weiner. Trump camp just upped the ante on ""women's rights"" https://t.co…"		" Explosive Trump attack on HRC, Bill, Monica, Cosby, and Weiner. Trump camp just upped the ante on ""women's rights"" https://t.co…"	Explosive Trump attack Cosby Weiner Trump camp ante
1	realDonaldTrump	"""@rinibobusepi: RT @realDonaldTrump “You're never a loser until you quit trying,” - Mike Ditka"""	" ""@rinibobusepi:"	" “You're never a loser until you quit trying,” - Mike Ditka"""	Youre never loser quit trying Mike Ditka
1	DRUDGE_REPORT	RT @DRUDGE_REPORT: REUTERS ROLLING: TRUMP 39%, CRUZ 14.5%, BUSH 10.6%, CARSON 9.6%, RUBIO 6.7%... MORE... https://t.co/nRhtbzcqP9		 REUTERS ROLLING: TRUMP 39%, CRUZ 14.5%, BUSH 10.6%, CARSON 9.6%, RUBIO 6.7%... MORE... https://t.co/nRhtbzcqP9	REUTERS ROLLING TRUMP 39 CRUZ 145 BUSH 106 CARSON 96 RUBIO 67 MORE
1	JaniceTaylor912	RT @JaniceTaylor912: @DonaldJTrumpJr @Reryan08 @IvankaTrump @EricTrump obvious to all that he raised some GREAT, responsible, patriotic kid…		 @DonaldJTrumpJr @Reryan08 @IvankaTrump @EricTrump obvious to all that he raised some GREAT, responsible, patriotic kid…	Reryan08 EricTrump raised responsible patriotic kid
1	dmartosko	RT @dmartosko: 'Duck Dynasty' star Phil Robertson says he'll back Trump for president https://t.co/WPJjMPYjlK via @MailOnline		 'Duck Dynasty' star Phil Robertson says he'll back Trump for president https://t.co/WPJjMPYjlK via @MailOnline	Duck Dynasty star Phil Robertson says hell Trump MailOnline
1	ErinBurnett	RT @ErinBurnett: Sat down w/ @EricTrump @DonaldJTrumpJr here in Iowa. Talked God, @realDonaldTrump late night tweets https://t.co/zLFMx4r5…		 Sat down w/ @EricTrump @DonaldJTrumpJr here in Iowa. Talked God, @realDonaldTrump late night tweets https://t.co/zLFMx4r5…	Sat EricTrump Iowa Talked God realDonaldTrump late night tweets
1	kevcirilli	"RT @kevcirilli: CEDAR RAPIDS -- TRUMP'S DAUGHT IVANKA: ""I can just say without equivocation, my father will make America great again."""		" CEDAR RAPIDS -- TRUMP'S DAUGHT IVANKA: ""I can just say without equivocation, my father will make America great again."""	CEDAR RAPIDS TRUMPS DAUGHT IVANKA I say without equivocation father make America great again
1	IngrahamAngle	RT @IngrahamAngle: The #CruzCrew prevailed! Smart for @MarcoRubio to keep his speech short & sweet. Ditto for @realDonaldTrump who was brie…		 The #CruzCrew prevailed! Smart for @MarcoRubio to keep his speech short & sweet. Ditto for @realDonaldTrump who was brie…	CruzCrew prevailed Smart MarcoRubio keep speech short sweet Ditto realDonaldTrump
1	realDonaldTrump	"""@one4eternity: !!!!!!! RT @realDonaldTrump: ""@BalkesGirl: @realDonaldTrump @ApprenticeNBC this show ROCKS!!!!"""""	" ""@one4eternity: !!!!!!!"	" ""@BalkesGirl: @realDonaldTrump @ApprenticeNBC this show ROCKS!!!!"""""	realDonaldTrump ApprenticeNBC show ROCKS
1	RSBNetwork	RT @RSBNetwork: LIVE Stream: Donald Trump about to speak in Boca Raton, FL. Protesters already before Trump speaks. #TrumpTrain https://t…		 LIVE Stream: Donald Trump about to speak in Boca Raton, FL. Protesters already before Trump speaks. #TrumpTrain https://t…	LIVE Stream Donald Trump Boca Protesters already speaks
1	DonaldJTrumpJr	"RT @DonaldJTrumpJr: Nevada: Here is a quick video @IvankaTrump created on ""How to Caucus"" - very quick and simple! https://t.co/W8ohs9gDvY …"		" Nevada: Here is a quick video @IvankaTrump created on ""How to Caucus"" - very quick and simple! https://t.co/W8ohs9gDvY …"	Nevada IvankaTrump created How Caucus
1	GovMikeHuckabee	RT @GovMikeHuckabee: Trump says the chaos in Chicago was a planned attack. But Hillary insists it was a spontaneous reaction to an internet…		 Trump says the chaos in Chicago was a planned attack. But Hillary insists it was a spontaneous reaction to an internet…	Trump says Chicago insists spontaneous internet
1	EricTrump	"RT @EricTrump: Nevada remember you can ""Vote and Go"" - walk in vote and walk out! Caucus locator: https://t.co/r8ijPnCsmO #TrumpLV https:/…"		" Nevada remember you can ""Vote and Go"" - walk in vote and walk out! Caucus locator: https://t.co/r8ijPnCsmO #TrumpLV https:/…"	Nevada remember Go walk vote walk out Caucus locator
1	EricTrump	RT @EricTrump: Very proud of what my father has accomplished in the past 7 months -Wishing him amazing luck and success tonight! #NVcaucus …		 Very proud of what my father has accomplished in the past 7 months -Wishing him amazing luck and success tonight! #NVcaucus …	proud father past months Wishing amazing success
1	TrumpNV	RT @TrumpNV: #NVcaucus locator -> https://t.co/WIzgQcbvOB		 #NVcaucus locator -> https://t.co/WIzgQcbvOB	NVcaucus locator
1	Newsmax_Media	RT @Newsmax_Media: Donald Trump: Mean-Spirited GOP Won't Win Elections @REALDonaldTrump http://t.co/EZ1fdIT5 via @Newsmax_Media		 Donald Trump: Mean-Spirited GOP Won't Win Elections @REALDonaldTrump http://t.co/EZ1fdIT5 via @Newsmax_Media	Donald MeanSpirited Elections REALDonaldTrump via
1	greta	RT @greta: Prob w/ all pundits saying last fall @realDonaldTrump had no chance is that shows media so out of touch w/ Americans		 Prob w/ all pundits saying last fall @realDonaldTrump had no chance is that shows media so out of touch w/ Americans	Prob w pundits saying last fall realDonaldTrump chance shows media w
1	RealBenCarson	RT @RealBenCarson: Please read my full endorsement of @realDonaldTrump for President of the United States: https://t.co/aSx9u3Ayz1.		 Please read my full endorsement of @realDonaldTrump for President of the United States: https://t.co/aSx9u3Ayz1.	Please read realDonaldTrump President United
1	RealBenCarson	RT @RealBenCarson: I endorse @realDonaldTrump. It’s time to unite behind the candidate who will beat Hillary Clinton and return government …		 I endorse @realDonaldTrump. It’s time to unite behind the candidate who will beat Hillary Clinton and return government …	endorse realDonaldTrump Its unite candidate beat Clinton government
1	RealBenCarson	RT @RealBenCarson: Many people fight for change in DC. @realDonaldTrump is a leader with an outsider’s perspective & the vision, guts & ene…		 Many people fight for change in DC. @realDonaldTrump is a leader with an outsider’s perspective & the vision, guts & ene…	Many fight change DC leader perspective vision guts ene
1	CLewandowski_	RT @CLewandowski_: The Scrum: Video Emerges to Suggest WaPo Reporter Ben Terris Misidentifies Lewandowski in Fields Incident Breitbart htt…		 The Scrum: Video Emerges to Suggest WaPo Reporter Ben Terris Misidentifies Lewandowski in Fields Incident Breitbart htt…	Scrum Video Emerges Suggest WaPo Reporter Terris Misidentifies Lewandowski Incident htt
1	RSBNetwork	RT @RSBNetwork: LIVE Stream now: Donald Trump press conference #TrumpTrain #Trump2016 https://t.co/s7WgNXR27A		 LIVE Stream now: Donald Trump press conference #TrumpTrain #Trump2016 https://t.co/s7WgNXR27A	LIVE Stream now Donald Trump press TrumpTrain Trump2016
1	JoeNBC	RT @JoeNBC: Remarkable how cost-effective Post says Trump campaign was per vote and stunning how much Jeb spent per vote. https://t.co/A28…		 Remarkable how cost-effective Post says Trump campaign was per vote and stunning how much Jeb spent per vote. https://t.co/A28…	Remarkable says Trump per vote stunning much Jeb spent
1	EricTrump	RT @EricTrump: Aloha Hawaii: We would be honored to have your vote! Find your caucus https://t.co/iNgQS80mxX #TrumpWaikiki #Mahalo https://…		 Aloha Hawaii: We would be honored to have your vote! Find your caucus https://t.co/iNgQS80mxX #TrumpWaikiki #Mahalo https://…	Aloha Hawaii would honored caucus TrumpWaikiki Mahalo
1	jsager84	"""@one4eternity: RT @jsager84: @IanZiering has done great, why not listen to him again! SMH! @one4eternity @BrandiGlanville @ApprenticeNBC"	" ""@one4eternity:"	 @IanZiering has done great, why not listen to him again! SMH! @one4eternity @BrandiGlanville @ApprenticeNBC	great listen again SMH one4eternity BrandiGlanville
1	ZacharyQuinto	I will and I agree! RT @ZacharyQuinto @realdonaldtrump you can't possibly make any more money. so why don't you make a difference instead?!	 I will and I agree!	 @realdonaldtrump you can't possibly make any more money. so why don't you make a difference instead?!	cant make money make instead
1	"realDonaldTrump:""@RoySchuhmacher"	"""@robertore62: RT @realDonaldTrump:""@RoySchuhmacher: @realDonaldTrump You are fantastic Trump. Run for president and save America!"	" ""@robertore62:"	 @realDonaldTrump You are fantastic Trump. Run for president and save America!	Trump Run president save
1	DonaldJTrumpJr	RT @DonaldJTrumpJr: If you live in Louisiana, Maine, Kentucky or Kansas remember to vote today! Together let's #MakeAmericaGreatAgain_x1f1fa__x1f1f8_ htt…		 If you live in Louisiana, Maine, Kentucky or Kansas remember to vote today! Together let's #MakeAmericaGreatAgain_x1f1fa__x1f1f8_ htt…	live Maine Kentucky remember vote Together lets MakeAmericaGreatAgainx1f1fax1f1f8
1	EricTrump	RT @EricTrump: Friends: If you live in AL, AK, AR, CO, GA, MA, MN, OK, TN, TX, VT or VA, get out and VOTE on Tuesday! #Trump2016 https://t.…		 Friends: If you live in AL, AK, AR, CO, GA, MA, MN, OK, TN, TX, VT or VA, get out and VOTE on Tuesday! #Trump2016 https://t.…	Friends live AR CO GA MA MN TX VT get Tuesday Trump2016
1	EricTrump	RT @EricTrump: Friends: Remember to VOTE tomorrow if you live in Louisiana, Maine, Kentucky or Kansas! _x1f1fa__x1f1f8__x1f1fa__x1f1f8_#MakeAmericaGreatAgain https://…		 Friends: Remember to VOTE tomorrow if you live in Louisiana, Maine, Kentucky or Kansas! _x1f1fa__x1f1f8__x1f1fa__x1f1f8_#MakeAmericaGreatAgain https://…	Friends Remember VOTE tomorrow live Louisiana Maine x1f1fax1f1f8x1f1fax1f1f8MakeAmericaGreatAgain
1	rupertmurdoch	"RT @rupertmurdoch: As predicted, Trump reaching out to make peace with Republican ""establishment"". If he becomes inevitable party would be…"		" As predicted, Trump reaching out to make peace with Republican ""establishment"". If he becomes inevitable party would be…"	Trump reaching establishment becomes inevitable party would
1	ThomasARoberts	"""@seangraf: RT @ThomasARoberts: So this happened at dinner tonight @jeanniemai @NMoralesNBC #MissUniverse 8pm http://t.co/WntDZ0BI1U"""	" ""@seangraf:"	" So this happened at dinner tonight @jeanniemai @NMoralesNBC #MissUniverse 8pm http://t.co/WntDZ0BI1U"""	happened dinner NMoralesNBC MissUniverse
1	DanScavino	RT @DanScavino: .@NikkiHaley in 2012 w/ Romney on tax returns_x1f914_(political ploy.) Fast forward..2016 w/ Robot Rubio_x1f916_ #FAIL_x1f44e_#Politician https:…		 .@NikkiHaley in 2012 w/ Romney on tax returns_x1f914_(political ploy.) Fast forward..2016 w/ Robot Rubio_x1f916_ #FAIL_x1f44e_#Politician https:…	2012 Romney returnsx1f914political Fast forward2016 Robot FAILx1f44ePolitician
1	CLewandowski_	RT @CLewandowski_: Gov Nikki Haley just became a liability for Rubio after this was published to social media! https://t.co/NBvl6bs223		 Gov Nikki Haley just became a liability for Rubio after this was published to social media! https://t.co/NBvl6bs223	Gov Haley became liability published media
1	EricTrump	RT @EricTrump: Who has voted today??? Feedback from the polls? I'm like a kid on Christmas! #SuperTuesday #MakeAmericaGreatAgain https://t.…		 Who has voted today??? Feedback from the polls? I'm like a kid on Christmas! #SuperTuesday #MakeAmericaGreatAgain https://t.…	today Feedback polls Im kid Christmas
1	DonaldJTrumpJr	RT @DonaldJTrumpJr: Thank you Elko County, Nevada. So much amazing feedback from my forum today I really appreciate it #trump2016 #ICYMI ht…		 Thank you Elko County, Nevada. So much amazing feedback from my forum today I really appreciate it #trump2016 #ICYMI ht…	Thank County Nevada feedback forum today really appreciate trump2016 ICYMI
1	EricTrump	RT @EricTrump: Friends in #FL #OH #NC #IL & #MO we would be honored to have your #VOTE! #SuperTuesday #LetsDoThis #MakeAmericaGreatAgain #T…		 Friends in #FL #OH #NC #IL & #MO we would be honored to have your #VOTE! #SuperTuesday #LetsDoThis #MakeAmericaGreatAgain #T…	Friends OH NC MO would honored VOTE SuperTuesday LetsDoThis MakeAmericaGreatAgain T
1	EricTrump	RT @EricTrump: Mathematically it is statistically impossible for Kasich to get to 1237 - he would need 112% of the remaining delegates to b…		 Mathematically it is statistically impossible for Kasich to get to 1237 - he would need 112% of the remaining delegates to b…	Mathematically statistically impossible need
1	EricTrump	RT @EricTrump: Nevada we are on our way! #VoteTrumpNV #Trump2016 Caucus locator: https://t.co/r8ijPnCsmO https://t.co/kNhQcETaTV		 Nevada we are on our way! #VoteTrumpNV #Trump2016 Caucus locator: https://t.co/r8ijPnCsmO https://t.co/kNhQcETaTV	Nevada VoteTrumpNV Trump2016 Caucus locator
1	namusca	RT @namusca: #VoteTrump2016 a real leader that truly cares about America & our values. He wants to bring prosperity back 2 USA https://t.co…		 #VoteTrump2016 a real leader that truly cares about America & our values. He wants to bring prosperity back 2 USA https://t.co…	VoteTrump2016 truly cares values wants prosperity back 2
1	DarrenJJordan	RT @DarrenJJordan: CONSTRUCTIVE WINS! _x1f4aa_ @realDonaldTrump @CLewandowski_ @DanScavino @MichaelCohen212 @KatrinaPierson @DefendingtheUSA http…		 CONSTRUCTIVE WINS! _x1f4aa_ @realDonaldTrump @CLewandowski_ @DanScavino @MichaelCohen212 @KatrinaPierson @DefendingtheUSA http…	CONSTRUCTIVE WINS x1f4aa realDonaldTrump CLewandowski DanScavino MichaelCohen212 KatrinaPierson DefendingtheUSA
1		"""@Genie115: #MakeAmericaGreatAgain we can only do that with @realDonaldTrump RT https://t.co/RViAgxoa4t"""	" ""@Genie115: #MakeAmericaGreatAgain we can only do that with @realDonaldTrump"	" https://t.co/RViAgxoa4t"""	
1	seanhannity	RT @seanhannity: Watch: Donald Trump OWNS A Heckler Who Said Illegal Immigrants Are The Backbone Of America https://t.co/cRAOzIP0pH		 Watch: Donald Trump OWNS A Heckler Who Said Illegal Immigrants Are The Backbone Of America https://t.co/cRAOzIP0pH	Watch OWNS Heckler Said Immigrants America
1	DonaldJTrumpJr	RT @DonaldJTrumpJr: Last chance #Wisconsin: Find your polling location for today's primary & go vote! Visit https://t.co/LC20hcigoQ _x1f1fa__x1f1f8__x1f1fa__x1f1f8_ #T…		 Last chance #Wisconsin: Find your polling location for today's primary & go vote! Visit https://t.co/LC20hcigoQ _x1f1fa__x1f1f8__x1f1fa__x1f1f8_ #T…	Last polling location todays primary go vote Visit T
1	EricTrump	RT @EricTrump: #Wisconsin: To find your voting location visit https://t.co/9VgGcAJDkK #MakeAmericaGreatAgain #TrumpTrain _x1f682__x1f4a8__x1f4a8__x1f1fa__x1f1f8__x1f1fa__x1f1f8__x1f1fa__x1f1f8_ https:/…		 #Wisconsin: To find your voting location visit https://t.co/9VgGcAJDkK #MakeAmericaGreatAgain #TrumpTrain _x1f682__x1f4a8__x1f4a8__x1f1fa__x1f1f8__x1f1fa__x1f1f8__x1f1fa__x1f1f8_ https:/…	Wisconsin voting visit TrumpTrain x1f682x1f4a8x1f4a8x1f1fax1f1f8x1f1fax1f1f8x1f1fax1f1f8
1	EricTrump	RT @EricTrump: Debate ready!!! @realDonaldTrump #MakeAmericaGreatAgain #TrumpTrain https://t.co/qE6suiO315		 Debate ready!!! @realDonaldTrump #MakeAmericaGreatAgain #TrumpTrain https://t.co/qE6suiO315	Debate ready realDonaldTrump
